p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.696824008844696e-11	0.3663593966760501	0.301	0.221	1.5512451776084106e-6	1	BRIX1
5.815330540629864e-11	0.28027834259237683	0.504	0.419	1.583514506213512e-6	1	DR1
5.861932763190455e-11	0.3238461120973605	0.377	0.295	1.5962042914167608e-6	1	PRKCI
5.866279940651868e-11	0.4743034491452327	0.284	0.211	1.5973880278395037e-6	1	CCDC25
5.936094284812036e-11	0.4288514020027187	0.346	0.268	1.6163984737543171e-06	1	ABT1
6.507767911195234e-11	0.2664944298757588	0.365	0.278	1.7720652022184622e-6	1	GRAMD1A
6.568979384137661e-11	0.15945036333901674	0.867	0.806	1.788733086300685e-6	1	TNKS2
7.233992016531075e-11	0.10458551519971626	0.803	0.726	1.969816026101412e-6	1	HUWE1
7.298574420919541e-11	0.27335893655915555	0.276	0.197	1.987401814816391e-6	1	TRIM37
7.399406344761825e-11	0.3873142348999645	0.458	0.383	2.014858347678645e-6	1	TMEM258
7.78584535588448e-11	0.2950891474409215	0.531	0.449	2.120085690407344e-6	1	ATXN7L3B
7.969972731146794e-11	0.31312274879482777	0.514	0.433	2.170223574691272e-6	1	THAP12
8.192901992232182e-11	0.2248842662309285	0.716	0.62	2.230927212484823e-6	1	ATP5PO
8.553845440084235e-11	0.34550377311308067	0.39	0.312	2.3292121133349374e-6	1	IPO5
9.283580925682295e-11	0.29826437058702016	0.411	0.323	2.5279190860632894e-6	1	ANGEL2
9.542116993080772e-11	0.32433871537975634	0.304	0.224	2.5983184572158944e-6	1	CDK5RAP1
9.648180254923287e-11	0.316220161853362	0.414	0.331	2.627199483415611e-6	1	TOPORS
9.936376887084868e-11	0.13582626949117382	0.966	0.892	2.70567542635321e-6	1	CALM2
9.944840248855727e-11	0.12996677806994938	0.754	0.665	2.707979999763415e-6	1	CTDSPL2
1.015022365202836e-10	0.3266673150426198	0.379	0.296	2.763905900447323e-6	1	GMPS
1.0593696508808676e-10	0.5194699465420503	0.284	0.216	2.8846635593486033e-6	1	NUDT5
1.0626320915207527e-10	0.21291089370749805	0.572	0.481	2.8935471852110097e-6	1	SEC23A
1.0758551156527636e-10	0.32335715280035005	0.466	0.381	2.929553479922475e-6	1	SNHG1
1.0968674015381867e-10	0.2976526756378306	0.613	0.551	2.9867699343884823e-6	1	ANKLE2
1.0987117740221743e-10	0.27514278597060926	0.258	0.183	2.991792160662381e-6	1	DCUN1D4
1.1482628301758864e-10	0.14385506919302948	0.388	0.292	3.126719686568939e-6	1	RETREG1
1.1962384784532255e-10	0.16705475454448848	0.802	0.733	3.2573573768281334e-6	1	TAF15
1.3054271265156956e-10	0.20012401664003657	0.724	0.645	3.5546780655022393e-6	1	EAPP
1.42480752875441e-10	0.4113285766761507	0.385	0.311	3.879750900798258e-6	1	SELENOS
1.4706895175056878e-10	0.3210540034556494	0.504	0.423	4.004687556167988e-6	1	NDUFC2
1.5094004129254575e-10	0.3161624136379013	0.326	0.24	4.110097324396021e-6	1	DYRK2
1.5161747864022967e-10	0.15991468433200118	0.705	0.621	4.128543943373454e-6	1	CHD3
1.5781472057102065e-10	0.2583400171379507	0.644	0.566	4.297294841148892e-6	1	DNAJA2
1.812009394645704e-10	0.24987214963658497	0.588	0.508	4.934101581620251e-6	1	TGS1
1.8294360181281607e-10	0.1296738278113989	0.856	0.79	4.981554277362982e-6	1	AKAP9
1.9296889563087454e-10	0.21714124286152492	0.789	0.71	5.2545430280287145e-6	1	DEK
1.99542793313389e-10	0.2549681018228438	0.432	0.347	5.4335502619235825e-6	1	MOSMO
2.0484949700781648e-10	0.2718329210316845	0.68	0.607	5.578051803522844e-6	1	DYNLT1
2.1277034625602472e-10	0.4057676745603021	0.294	0.221	5.793736528551553e-6	1	NAA30
2.1372252068845102e-10	0.2906068733009023	0.52	0.443	5.819664238346522e-6	1	BLOC1S2
2.209520620064906e-10	0.25154776438760823	0.596	0.507	6.016524648436739e-6	1	SF3B6
2.341781797099168e-10	0.2747662144690229	0.446	0.359	6.376671833501034e-6	1	SHPRH
2.4463497946365787e-10	0.16844829040180753	0.582	0.49	6.6614104907954055e-6	1	COA1
2.560636013565864e-10	0.1371561458871855	0.378	0.276	6.972611864939847e-6	1	ZNF737
2.625609939503544e-10	0.43644459612283226	0.33	0.258	7.14953586526815e-6	1	SNHG12
2.68362639416396e-10	0.2139059088749141	0.603	0.517	7.307514671308464e-6	1	API5
2.7177334384838115e-10	0.24142471799031268	0.531	0.449	7.400388152991419e-6	1	HSPA4
3.0602491588661976e-10	0.3816172464074925	0.312	0.236	8.333058459592655e-6	1	MRPS27
3.0646568162891975e-10	0.20803717250317533	0.427	0.333	8.345060510755488e-6	1	HACL1
3.0845611202602116e-10	0.13972094079740138	0.299	0.217	8.399259930468556e-6	1	DAAM1
3.2759522828287183e-10	0.1975105757831668	0.666	0.581	8.9204180661426e-6	1	SINHCAF
3.3838440668811847e-10	0.33612664474372456	0.261	0.187	9.214207394117466e-6	1	USP45
3.3848265495046216e-10	0.3417665244586088	0.511	0.445	9.216882694301086e-6	1	TMED2
3.9242632002030775e-10	0.1664269429437718	0.796	0.695	1.068576869415298e-5	1	MYL12A
4.13862653636909e-10	0.39996464997776227	0.254	0.183	1.1269480058533034e-5	1	ZNF398
4.3641176980825904e-10	0.3567220505022578	0.418	0.344	1.1883492491878894e-5	1	OSTC
4.5651526484994105e-10	0.1832275649834491	0.71	0.629	1.24309106618639e-5	1	CHD8
4.618393562733861e-10	0.16655200153352703	0.628	0.542	1.2575885671324302e-5	1	RNF4
4.682432343482941e-10	0.220698671341922	0.364	0.273	1.2750263271304058e-5	1	CASD1
4.741044223348451e-10	0.1195747704526321	0.713	0.631	1.2909863420177833e-5	1	CDC42SE1
4.746967186078623e-10	0.33980146359271446	0.398	0.32	1.292599164769209e-5	1	ICE2
4.933129082073834e-10	0.3572209605875356	0.343	0.27	1.343291049048705e-5	1	NDUFB6
5.024915507005222e-10	0.3484900486711955	0.338	0.262	1.3682844925575218e-5	1	STX17
5.27536925200635e-10	0.26590186508130725	0.671	0.578	1.4364830473213296e-5	1	GPSM3
5.474789783310202e-10	0.5158550686469527	0.27	0.206	1.490785257995368e-5	1	C14orf119
5.810613941394992e-10	0.37817015726433256	0.367	0.291	1.5822301762418563e-5	1	HAUS2
5.851830290552118e-10	0.26702192956531157	0.466	0.382	1.5934533881173418e-5	1	DUSP11
5.854832520033438e-10	0.33347028949834434	0.392	0.313	1.594270895205105e-5	1	POLR2K
5.99770613100357e-10	0.1606123287408611	0.548	0.452	1.6331753794722727e-5	1	SAMD9
6.294066370259403e-10	0.16411211293484512	0.565	0.465	1.7138742726216353e-5	1	SDHA
6.4872851809055e-10	0.3546654357740253	0.253	0.182	1.7664877547605677e-5	1	ITGB7
6.490284736248574e-10	0.19106342360685227	0.594	0.513	1.7673045336804875e-5	1	KRR1
6.5203889198142e-10	0.12641162891330882	0.81	0.745	1.7755019028654068e-5	1	MAX
6.624975649113592e-10	0.2541938294025764	0.462	0.378	1.803980869253631e-5	1	SNHG14
6.824474048493043e-10	0.3764809397137763	0.38	0.307	1.8583042834046566e-5	1	MCMBP
7.023448605166062e-10	0.1268361588221757	0.759	0.64	1.9124850551867187e-5	1	GABARAPL1
7.129446234340719e-10	0.2878933505647493	0.575	0.502	1.9413482096109776e-5	1	EIF3I
7.142158093772126e-10	0.31345416809982973	0.44	0.362	1.9448096489341508e-5	1	TIPRL
7.58370950589115e-10	0.564825666330534	0.259	0.199	2.06504409845416e-5	1	PYM1
7.810871119331844e-10	0.36725953707938297	0.349	0.274	2.126900205794061e-5	1	AGGF1
7.892623154669693e-10	0.20910058152210256	0.695	0.621	2.1491612850165586e-5	1	XBP1
8.32555462108896e-10	0.15790134853650087	0.653	0.568	2.267048523322524e-5	1	NUP54
8.482447435199603e-10	0.3978711600547238	0.256	0.188	2.309770436604852e-5	1	ALG9
8.80385960132037e-10	0.4610530840609295	0.272	0.206	2.397290969439537e-5	1	PSMB8-AS1
9.394160977485596e-10	0.23901958923369349	0.326	0.245	2.5580300341693277e-5	1	NUP205
9.721387962748262e-10	0.5496795967324677	0.266	0.204	2.6471339422563516e-5	1	STIP1
9.910936403127843e-10	0.24495776225936533	0.602	0.527	2.6987479825717124e-5	1	VEZT
1.0177107166470791e-9	0.33559938156166536	0.377	0.3	2.771226281429997e-5	1	NAF1
1.036214716761301e-9	0.4565121868185722	0.352	0.289	2.8216126737410228e-5	1	MAZ
1.108195397333317e-9	0.27249491856739416	0.589	0.499	3.0176160669386223e-5	1	ATP5PD
1.123118525250545e-9	0.3422670023133043	0.257	0.186	3.0582517442572344e-5	1	MTO1
1.12690827921344e-9	0.2113621899328869	0.433	0.343	3.068571244298198e-5	1	MRPL3
1.161533559730713e-9	0.3913505053540201	0.293	0.227	3.162855883146732e-5	1	EXOSC1
1.276605077072651e-9	0.362358645197034	0.406	0.339	3.476195624868831e-5	1	HMGN4
1.289077260478474e-9	0.19815115331622607	0.62	0.547	3.510157380282886e-5	1	USP48
1.3976959943804158e-9	0.34446023402124193	0.396	0.325	3.805926192697872e-5	1	RPS19BP1
1.4543147415345782e-9	0.3375225056824501	0.468	0.4	3.9600990411986575e-5	1	RPL7L1
1.4746081993392851e-9	0.2585076458825104	0.325	0.248	4.015358126800874e-5	1	C2CD3
1.5673045914422427e-9	0.3038899885237971	0.291	0.215	4.267770402497227e-5	1	TMEM63A
1.6719002185914195e-9	0.31289225787614827	0.483	0.412	4.552584295224436e-5	1	COG3
1.672755427269492e-9	0.32456307711298327	0.496	0.429	4.554913028454827e-5	1	TM2D3
1.677051455730493e-9	0.25420668699785576	0.509	0.426	4.566611113954132e-5	1	KANSL2
1.699399807611998e-9	0.32895750972551785	0.463	0.394	4.627465676127471e-5	1	CCDC85B
1.70632355164157e-9	0.4322450436099783	0.344	0.279	4.646319031119997e-5	1	USP3-AS1
1.7177744448635959e-9	0.27377965489385336	0.406	0.325	4.677499813363572e-5	1	CYB5B
1.718196696794595e-9	0.2566082835910428	0.41	0.33	4.678649605371682e-5	1	SART3
1.729374746678288e-9	0.419695741350089	0.342	0.278	4.7090874352049785e-5	1	NTMT1
1.8598680790399347e-9	0.17381284173134703	0.524	0.436	5.0644207792257425e-5	1	NBAS
1.9332005379102326e-9	0.26663912098584325	0.628	0.56	5.264105064729563e-5	1	PSMD12
2.0145311037829335e-9	0.20765586323664936	0.669	0.592	5.485568195600928e-5	1	RO60
2.024180346547494e-9	0.13983285754966213	0.885	0.832	5.5118430836488274e-5	1	XRCC5
2.139390422670629e-9	0.17428784807151387	0.614	0.532	5.825560120932125e-5	1	SUCLG2
2.2226405749937352e-9	0.3630728825375691	0.256	0.189	6.052250285707939e-5	1	TXNDC9
2.278672722614286e-9	0.33381917639823944	0.373	0.298	6.204825823678702e-5	1	TSN
2.4250415865182988e-9	0.16285455979289806	0.666	0.549	6.603388240089328e-5	1	RHOG
2.5012067828168275e-9	0.2125394468961389	0.751	0.688	6.810786069610222e-5	1	VCP
2.546220285496572e-9	0.23048361873233292	0.368	0.284	6.933357837407165e-5	1	MCCC2
2.79854148001965e-9	0.45343601784854526	0.326	0.262	7.620428450093509e-5	1	MFAP1
2.857720387629176e-9	0.13766077904323648	0.789	0.728	7.781572615514247e-5	1	ZNF451
2.9738498019257103e-9	0.1975816962538156	0.673	0.588	8.097793010643708e-5	1	IWS1
3.025903175176429e-9	0.22294537984151297	0.722	0.655	8.239534346005418e-5	1	TMEM50A
3.026285838117218e-9	0.14816142681768174	0.796	0.734	8.240576337193185e-5	1	CDK13
3.208716661023896e-9	0.36371976271907625	0.268	0.201	8.737335467968069e-5	1	C1orf131
3.2525942788990332e-9	0.16591910613238203	0.853	0.782	8.856814221442067e-5	1	HP1BP3
3.349708478706274e-9	0.11012195779283052	0.392	0.301	9.121256187517186e-5	1	IPCEF1
3.4675951339067094e-9	0.3212315220367431	0.357	0.291	9.44226154962797e-5	1	ISG15
3.592058409838162e-9	0.15645347953630095	0.839	0.767	9.781175049989316e-5	1	C11orf58
3.630483501340794e-9	0.411205307698067	0.292	0.228	9.885806574150985e-5	1	TNIP2
3.6546418032053644e-9	0.3898411951208381	0.292	0.224	9.951589630128208e-5	1	TMEM50B
3.925928094258156e-9	0.5126759990198508	0.295	0.233	1.0690302200664958e-4	1	NKAPD1
4.0224649185051616e-9	0.17763947504447897	0.448	0.365	1.0953171973089556e-4	1	VAPB
4.335842308144268e-9	0.2961526786119575	0.499	0.429	1.1806498605076842e-4	1	NDUFA12
4.631963755259456e-9	0.1858374827019838	0.41	0.333	1.26128373055715e-4	1	HS2ST1
4.749583418041425e-9	0.1447190509025984	0.505	0.412	1.2933115647326802e-4	1	ATF7IP2
4.7729649425646525e-9	0.23845453330814315	0.62	0.542	1.2996783538603548e-4	1	DIS3
4.908352696268762e-9	0.4558723040390289	0.281	0.219	1.336544439193984e-4	1	MRPS7
5.315365532092135e-9	0.21939422412097548	0.541	0.458	1.4473740343886885e-4	1	ATAD1
5.3527472204913885e-9	0.3449223308386471	0.39	0.323	1.4575530681398052e-4	1	BFAR
5.608300939327271e-9	0.48521850305779024	0.311	0.251	1.527140345778816e-4	1	ZPR1
5.929679162294891e-9	0.4666643966974786	0.278	0.216	1.614651635892899e-4	1	TADA2B
6.210050088922012e-9	0.3948952902889056	0.347	0.279	1.690996639213464e-4	1	AIP
6.307835144304571e-9	0.2724141153434858	0.348	0.274	1.7176235097941347e-4	1	GOPC
6.396040760745665e-9	0.1725352674045565	0.649	0.576	1.7416418991510448e-4	1	PPP2R2D
6.416039507204046e-9	0.2734003437900102	0.416	0.342	1.7470875578116615e-4	1	SCAMP1
6.756037723262219e-9	0.33085051660298204	0.28	0.213	1.8396690720443024e-4	1	SCAMP3
7.049753012022022e-9	0.27379738323444114	0.598	0.533	1.9196477451735968e-4	1	SOS1
7.2665854187375815e-09	0.2878351628357153	0.523	0.453	1.9786912095222435e-4	1	MAGOH
7.309930738895316e-9	0.16963962392142318	0.507	0.412	1.9904941402011943e-4	1	TFAM
7.5473827663936908e-09	0.2539880732015445	0.455	0.377	2.055152327289002e-4	1	MED6
7.739474820645199e-9	0.5349679780614667	0.357	0.299	2.1074589936616875e-4	1	LMO4
8.220210884537132e-9	0.33069035383955536	0.501	0.437	2.238363423859461e-4	1	KRTCAP2
8.310938510150784e-9	0.18285172956675724	0.692	0.623	2.2630685563140583e-4	1	CYCS
8.613134139978639e-9	0.3207450142716578	0.408	0.337	2.3453564263161832e-4	1	KIAA1143
8.681674143538387e-9	0.3800782787209606	0.454	0.4	2.364019869285503e-4	1	C17orf49
8.777482436308904e-9	0.2207651386885681	0.323	0.246	2.3901084674069143e-4	1	PEX3
9.0135736778747e-9	0.3318511594057252	0.323	0.253	2.4543961124852805e-4	1	PLRG1
9.544585878196989e-9	0.36551070728391166	0.27	0.202	2.59899073463304e-4	1	AARSD1
1.0278184440174531e-8	0.2534290327713471	0.34	0.265	2.798749623059525e-4	1	ORC3
1.0644144875804965e-8	0.29764736339568354	0.357	0.287	2.8984006496816917e-4	1	DTD1
1.0662589271982773e-8	0.227632074862268	0.377	0.299	2.903423058760908e-4	1	MX1
1.0861439179761532e-8	0.34205121221094115	0.274	0.21	2.957569888649065e-4	1	STOM
1.1531853765445652e-8	0.3238537027140165	0.308	0.239	3.140123780330851e-4	1	DCAF11
1.1575730650937776e-8	0.34322769806012876	0.252	0.186	3.1520714562503565e-4	1	OTUD6B
1.1994776323921354e-8	0.43737205997041584	0.251	0.19	3.2661775930037845e-4	1	POLR2M
1.2054929930806418e-8	0.13380837557877143	0.562	0.477	3.2825574201585876e-4	1	NCK1
1.231245339498306e-8	0.2600204913716359	0.584	0.51	3.352681059453887e-4	1	IGBP1
1.2881773194623623e-8	0.2118184703001632	0.472	0.394	3.507706840896013e-4	1	JPT1
1.2951929121974989e-8	0.13654578755678348	0.718	0.621	3.5268102999137893e-4	1	MXI1
1.3262406843849278e-8	0.2511130661344122	0.488	0.412	3.611353383580158e-4	1	THUMPD1
1.3532136718462745e-8	0.33316402554381463	0.484	0.417	3.684800828437405e-4	1	H2AJ
1.3596862991304706e-8	0.29102968040030397	0.445	0.371	3.702425792532271e-4	1	XPA
1.3631581418334987e-8	0.430597840770828	0.272	0.209	3.7118796202126173e-4	1	EIF2B5
1.4042330558603537e-8	0.32016844924190146	0.282	0.214	3.823726611107742e-4	1	ADPRS
1.491573890127776e-8	0.35900285584362024	0.342	0.276	4.061555702817934e-4	1	MRPS18C
1.5287877548040506e-8	0.4029522693920522	0.302	0.239	4.16288905633143e-4	1	LSM1
1.5673381282328787e-8	0.2419326684107024	0.496	0.419	4.2678617231781287e-4	1	CHORDC1
1.6064712148910056e-8	0.20052816180382205	0.732	0.668	4.374421118148208e-4	1	DNTTIP2
1.7330771373704893e-8	0.2548317079659186	0.464	0.394	4.7191690450598423e-4	1	PYROXD1
1.7335007923183355e-8	0.1976089263009723	0.424	0.343	4.720322657482827e-4	1	ABHD18
1.7399887814875964e-8	0.43263022982559773	0.281	0.221	4.737989451990725e-4	1	TXNDC17
1.7675681697488764e-8	0.2816324156277883	0.329	0.258	4.8130881262261905e-4	1	NSL1
1.7809042757881523e-8	0.11458450951440637	0.82	0.759	4.849402342971138e-4	1	CASP8
1.7990269007736856e-8	0.32631967584106825	0.369	0.303	4.898750250806746e-4	1	TACC3
1.8932835365071083e-8	0.22616319049936123	0.672	0.597	5.155411069908856e-4	1	SRP72
1.9121411413396473e-8	0.18150690326151064	0.41	0.334	5.20676032786786e-4	1	GALNT10
2.0646257771332413e-8	0.3378668620857277	0.378	0.308	5.621975991133814e-4	1	MRPS22
2.314477989463105e-8	0.31149831563054553	0.273	0.206	6.302323565308032e-4	1	HAUS6
2.4181899471606725e-8	0.1813300170532416	0.438	0.359	6.584731226118511e-4	1	NUP210
2.5542574529530547e-8	0.17291091178269433	0.596	0.51	6.955243044391168e-4	1	PAXBP1
2.5768488722122877e-8	0.23657063816386803	0.413	0.342	7.01675947903406e-4	1	CLSTN1
2.6457184382941563e-8	0.34542599184400413	0.27	0.207	7.204291307474986e-4	1	TYW3
2.650429017479344e-8	0.16422924220935442	0.826	0.762	7.217118214596252e-4	1	SMARCA5
2.8790542955946557e-8	0.2614604580350167	0.431	0.363	7.839664846904247e-4	1	SF3A3
2.8951576107009352e-8	0.13058094146846244	0.999	0.945	7.883514173938645e-4	1	RPS24
2.9197042637917156e-8	0.17129415243791285	0.722	0.665	7.950354710304842e-4	1	COPB1
2.982126466354516e-8	0.1621588123877684	0.734	0.662	8.120330367883347e-4	1	TMOD3
3.1406285323309675e-8	0.1673838950268542	0.687	0.603	8.551931493537223e-4	1	PABPC4
3.3986570389985934e-8	0.11524008065624192	0.861	0.821	9.25454311719317e-4	1	PHF20
3.401597770488176e-8	0.33272178033808375	0.419	0.358	9.262550729039304e-4	1	TTC1
3.500096232574556e-8	0.3077566838096759	0.391	0.326	9.530762041300516e-4	1	TMED9
3.8424243958635e-8	0.2197506629037429	0.46	0.384	0.00104629216299363	1	SYPL1
3.917150179426002e-8	0.2938104925832355	0.549	0.488	0.0010666399938577	1	GTF2F1
3.96024935695392e-8	0.2591819493803847	0.544	0.484	0.00107837589989855	1	PHF11
4.035374847492759e-8	0.14659659255816315	0.307	0.235	0.00109883257097227	1	FUT8
4.529539644385291e-8	0.3654817136440587	0.252	0.191	0.00123339364516611	1	RRP15
4.6224463621176287e-8	0.1338338368359544	0.977	0.932	0.00125869214440463	1	EIF4G2
5.194956642128305e-8	0.7820740421404155	0.315	0.268	0.00141458669365153	1	DLEU1
5.197214096502048e-8	0.13191371334832147	0.342	0.26	0.0014152013984775	1	TRAF5
5.27933658783166e-8	0.16909007091317046	0.494	0.411	0.00143756335286656	1	MIGA1
5.3776538338284694e-8	0.2615865288852922	0.382	0.313	0.00146433513895149	1	MTM1
5.4745852743653766e-8	0.14722223396645462	0.879	0.847	0.00149072957020969	1	FAM133B
5.50850929325654e-8	0.37007364719458735	0.303	0.242	0.00149996708055375	1	ATF1
5.696598036822557e-8	0.22203385908851592	0.57	0.494	0.00155118364542678	1	CYP51A1
5.7853199976632584e-8	0.2561329319086134	0.357	0.289	0.0015753426353637	1	AASDHPPT
5.861254693601961e-8	0.4046995344987485	0.306	0.247	0.00159601965306781	1	YKT6
6.200468357392105e-8	0.17246771684316878	0.653	0.594	0.00168838753371787	1	PRPF38B
6.467204728423863e-8	0.29157511577948514	0.47	0.402	0.00176101984754981	1	ATP5MK
6.767877222923176e-8	0.3746853130535779	0.31	0.25	0.00184289296780198	1	DGKE
6.841313599740249e-8	0.23791250452640456	0.493	0.422	0.00186288969320926	1	MRPS21
7.406717581654083e-8	0.2901766951202476	0.252	0.191	0.0020168491974844	1	RPP38
7.654257542271156e-8	0.37997351266410506	0.319	0.261	0.00208425432876043	1	NDUFAB1
7.708305822621493e-8	0.24295304702216047	0.462	0.394	0.00209897167549983	1	PSMA5
8.319587857604906e-8	0.3301924369854554	0.26	0.199	0.00226542377362581	1	RRP8
8.329049775079481e-8	0.3796724410837886	0.252	0.194	0.00226800025375414	1	XPOT
8.532395337805794e-8	0.22233587703500612	0.336	0.261	0.00232337125048451	1	NUDCD3
9.11088610062764e-8	0.21678562293529743	0.53	0.458	0.0024808942852009	1	PRPF6
9.121584757399905e-8	0.20265598234189897	0.287	0.22	0.00248380752943999	1	LNX2
9.341523069940701e-8	0.3568944786658781	0.387	0.33	0.00254369673194485	1	COPS3
9.458846470281269e-8	0.2323062093378407	0.428	0.356	0.00257564389385758	1	ALG5
1.0035176319242624e-7	0.2610476256734233	0.298	0.235	0.00273257851172976	1	CTNNAL1
1.0083857880885292e-7	0.14967368658050756	0.549	0.464	0.00274583450096506	1	RALGAPB
1.0405590428673576e-7	0.199904093361239	0.651	0.603	0.00283344227372781	1	CDK11A
1.105871085110687e-7	0.1448389746663996	0.58	0.504	0.0030112869647564	1	SLC25A26
1.126341992292524e-7	0.30401592139478506	0.352	0.287	0.00306702924501254	1	SDHAP1
1.1688755612431628e-7	0.20977292967589975	0.396	0.326	0.00318284815326513	1	EEFSEC
1.2037682803928746e-7	0.502080371962329	0.26	0.208	0.00327786102750979	1	CREBL2
1.2604557976158254e-7	0.16030131612504284	0.54	0.466	0.00343222113690789	1	ATP2C1
1.261959280935059e-7	0.2567401242824665	0.331	0.265	0.00343631512198616	1	TOGARAM1
1.3019626104634708e-7	0.252420843503651	0.444	0.38	0.00354524418829203	1	SNRPE
1.359874567710277e-7	0.3310232539138447	0.296	0.237	0.00370293844787508	1	INIP
1.526293350335153e-7	0.2886248190855222	0.43	0.365	0.00415609679296262	1	TRMT10C
1.549457046116434e-7	0.15543977283985774	0.612	0.535	0.00421917153657505	1	ZNF721
1.5916262372424558e-7	0.1553420936214479	0.427	0.352	0.0043339982440112	1	NDUFA9
1.6116880070142845e-7	0.12134547592123446	0.908	0.783	0.00438862644309989	1	ATP5MC2
1.681941884429683e-7	0.13963146915508962	0.485	0.411	0.00457992775130202	1	NOL10
1.685203513857121e-7	0.4220672820333804	0.362	0.304	0.00458880916823294	1	MMGT1
1.69057751069209e-7	0.2711750873078045	0.33	0.26	0.00460344256161456	1	RASAL3
1.6922055353029445e-7	0.2853275242727317	0.496	0.434	0.00460787567262991	1	IMMT
1.697326192753414e-7	0.2857510187236926	0.488	0.425	0.00462181922286754	1	C4orf3
1.730463610996753e-7	0.25196836183641347	0.35	0.282	0.00471205241274415	1	OBI1
1.807428022275326e-7	0.1963031010041414	0.823	0.782	0.00492162650465571	1	SYAP1
1.8953356588604145e-7	0.24394321078388037	0.437	0.372	0.0051609989990769	1	ERLEC1
1.944298005747251e-7	0.1053144722045446	0.384	0.302	0.00529432346964976	1	ENSG00000291143
1.959031368553846e-7	0.1461448803382286	0.751	0.689	0.00533444241657212	1	AP2B1
1.9663156886543474e-7	0.3617353777633254	0.322	0.265	0.00535427762020578	1	LSM5
1.9885183239477345e-7	0.31377824699888435	0.339	0.274	0.00541473539610968	1	TRERF1
2.1183823405992125e-7	0.2638355488266557	0.252	0.192	0.00576835511345165	1	PUS7L
2.122845095216148e-7	0.10973554585976042	0.916	0.829	0.00578050719427357	1	SET
2.133757328573263e-7	0.20098920204475745	0.257	0.192	0.00581022120570499	1	MSMO1
2.1522636811130009e-7	0.31358003621240016	0.283	0.219	0.0058606140036707	1	RP9
2.212024992386707e-7	0.16183611385540525	0.51	0.436	0.006023344054269	1	SEC23B
2.222676412368411e-7	0.17828546908782206	0.448	0.377	0.00605234787087918	1	PXN
2.253561918431701e-7	0.18685279312381745	0.678	0.622	0.00613644910388952	1	NORAD
2.282784565480775e-7	0.32647357242218566	0.393	0.334	0.00621602237180415	1	EMC4
2.285215246540489e-7	0.11492541637488564	0.837	0.782	0.00622264111632975	1	TBC1D15
2.323551069477848e-7	0.30212763989374003	0.424	0.362	0.00632702956218818	1	TRIM4
2.3496474955327594e-7	0.4301770507631417	0.337	0.287	0.0063980901303357	1	TMBIM1
2.404475915708856e-7	0.20107006599874044	0.662	0.58	0.00654738791847521	1	UQCR11
2.436909277947052e-7	0.16972271157033747	0.724	0.647	0.00663570396384982	1	SAP18
2.486360218794017e-7	0.29315745338212884	0.449	0.389	0.0067703588757761	1	DYNLRB1
2.530660092568101e-7	0.1142716755062475	0.443	0.36	0.00689098743206293	1	BTN3A1
2.6195590551415913e-7	0.30299439469713185	0.34	0.275	0.00713305930715055	1	RIOK2
2.6625725536201833e-7	0.22614947449974876	0.29	0.226	0.00725018506350775	1	ACAD11
2.6824601746947096e-7	0.17713206323846997	0.781	0.712	0.00730433905569369	1	PGK1
2.721548426249675e-7	0.21718568849834696	0.42	0.354	0.00741077636467786	1	TMEM39A
2.840947313759729e-7	0.17637382914811572	0.78	0.695	0.00773589953536774	1	EDF1
2.919137364804138e-7	0.16204159728412149	0.483	0.407	0.00794881104436166	1	PSMD5
3.1309522348559266e-7	0.4076160229135069	0.256	0.201	0.00852558293551268	1	RAB33B
3.147312542980939e-7	0.25083341998060216	0.328	0.264	0.00857013205453709	1	CSNK1E
3.1482485660657924e-7	0.25340401756487996	0.322	0.258	0.00857268084539715	1	GTF2A1
3.185042934695291e-7	0.27358974296784644	0.368	0.302	0.00867287191117527	1	TFIP11
3.229891492382882e-7	0.15552646121272656	0.729	0.662	0.00879499453375858	1	DDX46
3.28521212428025e-7	0.1582301625764584	0.311	0.244	0.00894563261441512	1	GAN
3.311172622898525e-7	0.31033418115924105	0.352	0.289	0.00901632305215268	1	TRIM28
3.330678780487997e-7	0.20024412662354651	0.572	0.503	0.00906943831926881	1	PPA2
3.453768599185954e-7	0.2071437886072146	0.44	0.37	0.00940461189558335	1	ENSG00000274265
3.460691658553315e-7	0.16044271387612832	0.688	0.638	0.00942346338624067	1	MED4
3.778586007010791e-7	0.3336164806806662	0.361	0.305	0.01028908969709038	1	NOLC1
3.913948523879705e-7	0.3502641296187421	0.278	0.22	0.01065768183052443	1	ING5
3.982118107680689e-7	0.21507093273120148	0.314	0.247	0.01084330760721451	1	RNF216P1
4.0361403873544137e-7	0.19560954316234408	0.699	0.628	0.01099041027476606	1	FYTTD1
4.056314351440255e-7	0.29212264999339954	0.478	0.424	0.01104534397897181	1	UFD1
4.105406045996489e-7	0.25613153960416324	0.365	0.295	0.01117902066324844	1	RNASEH1
4.231220573197001e-7	0.14308479978753175	0.352	0.282	0.01152161362081543	1	DTNB
4.433500611476818e-7	0.19011121770335904	0.28	0.214	0.01207242216505137	1	RFWD3
4.455101107803833e-7	0.31475489335821827	0.336	0.276	0.01213124031654983	1	MESD
4.6627777045067444e-7	0.1491736581016972	0.587	0.518	0.01269674368937186	1	RARS2
4.727297153886545e-7	0.1345001608702157	0.536	0.47	0.01287243015003306	1	ZC3H18
